,refs-en,refs-fa
442,"""I will back up American diplomacy with a very real and very credible military option,"" he said, by maintaining a regular naval presence in the Mediterranean and Gulf region and by increasing U.S. military assistance to Israel.",
443,"""These actions will send an unequivocal signal to Iran that the United States, acting in concert with allies, will never permit Iran to obtain nuclear weapons,"" Romney said.",
444,"Successive presidents have attempted to stop or slow Iran's alleged march to a nuclear weapon, but Tehran's leadership has ignored the pressure.

",
445,Romney accused President Barack Obama of relying too heavily on international sanctions that had produced little progress.,
446,"""Sanctions clearly failed in their purpose.",
447," Iran is on the threshold of becoming a nuclear power,"" Romney wrote.",
448,"Obama has had a string of national security achievements, such as the killing of al Qaeda leader Osama bin Laden, which may make it difficult for his 2012 opponent to attack him in that area.",
449,Romney said the Obama administration had done little in response to an alleged Iranian plot to kill Saudi Arabia's ambassador to the United States.,
450,"Presidential candidate Herman Cain, battling allegations of sexual harassment, said he regretted calling House of Representatives Democratic leader Nancy Pelosi ""Princess Nancy"" in a Republican debate on Wednesday.",
451,Cain criticized Pelosi for not acting on a piece of healthcare legislation when she was speaker of the House.,
452,"
""You didn't hear about it in the previous Congress because Princess Nancy sent it to committee and it stayed there,"" Cain said at the debate in Michigan.
",
453,"Asked by CNBC after the debate if he regretted the remark in light of the sexual harassment claims by four women, Cain said, ",
454,"""That was a statement that I obviously should not have made, but I was trying to make a point.""",
455,Cain has denied all allegations of inappropriate behavior and said the accusations will not force him to withdraw from the race for the 2012 Republican presidential nomination.,
456,The former pizza executive has been leading in some polls of Republicans or tied with former Massachusetts Governor Mitt Romney. Cain's favorability ratings have slipped in some polls.,
457,"Richard Smith, a retired attorney and Navy veteran, has a message for Republican Senator Jon Kyl and the rest of the special bipartisan committee in Congress that is trying to reach a deal to cut the deficit.

",
458,"""For me, a society is only as good as it treats people that are less able to take care of themselves,"" Smith said at a small rally against potential cuts in education and programs for the poor, held outside Kyl's office in Phoenix, Arizona.

",
459,"Smith and a dozen fellow demonstrators standing with signs that read ""Cuts Kill Jobs"" and ""Honk for Jobs"" may not have seemed like much of a force in the tumultuous political debate over how to close Washington's annual deficit, which has been topping $1 trillion a year.

",
460,"But they are part of a large and increasingly personal lobbying campaign to sway the six Republicans and six Democrats on the so-called ""super committee"" as they approach a November 23 deadline for striking a deal to trim the fiscal shortfall by at least $1.2 trillion over 10 years.

",
461,"Much in doubt is whether Kyl and his fellow panelists have time to listen, as the committee struggles to avoid a deadlock that would usher in automatic spending cuts in defense, the Medicare health insurance program for the elderly and discretionary domestic spending.

",
462,"""Every day now, the influence of lobbying diminishes where the super committee is concerned,"" said a Republican lobbyist, speaking on condition of anonymity.

",
463,"Aides to individual lawmakers say their respective bosses on the super committee are too busy trying to cut a deal to pay much, if any, attention to the newspaper and television advertisements by special interest groups that seek to sway their thinking.

",
464,"But Craig Holman of Congress Watch, a public advocacy group, disagreed, saying: 
",
465,"""Members of the super committee are intensely paying attention. They are under one of the most extreme lobbying campaigns that we have seen in quite a while -- largely because so many interests are being impacted here.""
",
466,"Scores of lobbyists and groups -- representing everyone from airlines and doctors to defense contractors, oil companies and food stamp recipients -- have spent millions of dollars since September 5 and mobilized thousands of people in hopes of deflecting the budget ax from their share of federal spending.

",
467,"The group AARP, for example, opposes possible cuts to Medicare and the Social Security federal retirement program on behalf of older Americans.",
468," It alone has sent 7.3 million emails, letters and messages to lawmakers from members since the summer, while spending millions of dollars on television commercials nationwide.

",
469,"This week, after some groups pulled their national TV ads, the American Petroleum Institute took to the air waves in Pennsylvania, Ohio and Michigan, the home states of four of the super committee's six Republicans -- representatives Fred Upton and Dave Camp and senators Pat Toomey and Rob Portman.

",
470,"Interest groups representing doctors, nurses and hospitals have largely stopped running TV ads across the country and shifted focus to phone banks, letters and emails aimed at super committee members and their staffs.

",
471,"""At this point, the lobbyists are very focused on the 12 members of the super committee, because it's clear that the (congressional) leadership is telling them to cut a deal,"" said Ethan Siegal of the Bethesda, Maryland-based Washington Exchange, which analyzes policy issues for institutional investors.

",
472,"Other interest groups have taken out full-page print ads opposing cuts to Medicare, diabetes research and military benefits in Washington political journals likely to be read by super committee members and their staffs.
",
473,"
Some lobby efforts are focusing on non-super committee members to position themselves for the congressional debate that would follow any deficit-cutting recommendation. 
",
474,Congress is required to vote on any super committee package by December 23.,
475,"
""I get a hundred calls a day to my office, don't cut Medicare. Nobody's talking about cutting Medicare, what they're talking about is making it more efficient,"" Republican Senator Tom Coburn, an influential lawmaker who does not sit on the super committee, told the Reuters Washington Summit.

",
476,"Smith and his fellow activists in Phoenix, who included veterans, students and unemployed people, were part of a multi-state strategy that also had demonstrators outside the offices of Camp, Upton, Toomey and super committee co-chair Jeb Hensarling, a Texas congressman.
",
477,"
A day earlier, thousands of elderly people and union members rallied against possible cuts to Social Security and Medicare outside the Boston offices of Democratic Senator and super panelist John Kerry and Republican Senator Scott Brown, whose vote could be crucial in the closely divided Senate.",
478,"""We need Senator Kyl to hear the voice of the people,"" said 19-year-old Isaac Aranda back in Phoenix. 
",
479,"""I have no job ... there's not going to be enough money for retirement ... they are cutting opportunities for everybody.""
",
480,"Republican front-runner Mitt Romney has a new challenge to contend with as presidential candidates brace for another debate on Saturday -- the rise of Newt Gingrich.
",
481,"
The former speaker of the House of Representatives is gaining in the polls and may represent conservatives' last best hope in 2012 in their search for an alternative to the more moderate Romney, now that Herman Cain and Rick Perry are struggling.
",
482,"
The candidates gather at 8 p.m. at Wofford College in nearby Spartanburg for a 90-minute debate sponsored by CBS News and the National Journal.
",
483,"
The debate, the second in three days, is devoted to foreign policy. ",
484,"The only candidate in the field with any substantial diplomatic experience is former U.S. Ambassador to China Jon Huntsman, whose campaign as a moderate needs a boost.
",
485,"
Iran's alleged pursuit of a nuclear weapon and the possibility Israel may strike Iranian targets suspected of nuclear development are likely to be at the forefront, as well as China's increasingly large role on the world stage.

",
486,"Gingrich was mired for months in single digits in polls of Republican voters but has recently seen his stock rise as Perry has sagged from poor debate performances and Cain has suffered from sexual harassment allegations, which he denies.


",
487,"In a CBS News poll released on Friday, Cain was first at 18 percent -- down from 25 percent in late October -- and Gingrich was tied for second with Romney at 15 percent, among Republican primary voters.",
488,"
In South Carolina, where Republicans vote after early nominating contests in Iowa and New Hampshire, Cain is at 26 percent, Gingrich at 19 percent and Romney at 16 percent, according to an Insider Advantage poll.
",
489,"
Romney, taking reporters' questions at an event near Greenville on Friday, expressed no concern about Gingrich's rise in the polls.
",
490,"
""My responsibility is to go out and tell people why I think I should be the guy who leads the country.

",
491," If other candidates do well, that's great.",
492," That's the nature of a campaign,"" Romney said.",
493,"""I just want to point out my colleagues have done a terrific job of answering an absurd question,"" Gingrich said to CNBC anchor Maria Bartiromo at a debate on Wednesday when asked how he would fix the U.S. healthcare system.

",
494,"
Republican strategist Jim Dyke said Gingrich was on a surge and may well win Iowa, which holds the first U.S. nominating contest on January 3.
",
495,"
But he said Romney's methodical approach -- strong debate performances and effective campaign organizing -- would eventually pay him dividends.
",
496,"Secretary of State Hillary Clinton demanded on Friday that Iran respond within days to a U.N. nuclear watchdog's accusations of atomic weapons work, and said Washington was consulting allies on further steps to pressure Tehran.
",
497,"Clinton, speaking at an Asia-Pacific summit in Honolulu, made clear that the United States was seeking to marshal international support for additional sanctions against Iran, but stopped short of specifying actions under consideration.
",
498,"
Her comments followed a report from the International Atomic Energy Agency earlier this week that concluded that Iran had worked on developing an atomic bomb design and may still be conducting such research.
",
499,"
U.S. President Barack Obama was expected to seek a united front against Iran when he meets world leaders, including Russian President Dmitry Medvedev and Chinese President Hu Jintao, on the sidelines of the Asia-Pacific Economic Cooperation summit this weekend.

",
500,"
But Russia and China have said they do not support new sanctions, limiting the chances of pushing through another package of U.N. Security Council measures against Tehran over its nuclear program.
",
501,"
Clinton, speaking to reporters after talks with her counterparts at the APEC meeting, said, ""We discussed the recent report raising serious concerns about the weapons-related work the Iranian government has undertaken.""
",
502,"""Iran has a long history of deception and denial regarding its nuclear program, and in the coming days we expect Iran to answer the serious questions raised by this report,"" she said.
",
503,"
Clinton said the United States ""will continue to consult closely with partners and allies on the next steps we can take to increase pressure on Iran.""
",
504,"
Iran, which denies it wants nuclear weapons, condemned the findings of the Vienna-based IAEA as ""unbalanced"" and ""politically motivated"" but has yet to offer detailed answers to the agency's allegations.

",
505,"
The IAEA report, and Iran's continued enrichment of uranium that could be used in nuclear weapons, have fueled speculation about the chances of a unilateral Israeli strike on Iran's nuclear sites.
",
506,"
U.S. officials say punitive measures in place against Iran have done severe damage to its economy, and increased fractures among Iran's elite.",
507," Iranian President Mahmoud Ahmadinejad acknowledged earlier this month that the sanctions had harmed Iran's banking sector.
",
508,"Washington may impose more sanctions on Iran, possibly on commercial banks or front companies, but is unlikely to take further steps against its oil and gas industry or go after Iran's central bank for now, a U.S. official said earlier this week.

",
509,"Former Surgeon General Richard Carmona announced on Thursday a bid to run in the Democratic Senate primary in Arizona -- plans that U.S. Defense Secretary Leon Panetta was apparently unaware of when he named Carmona to the panel on Tuesday.
",
510,"
The panel will aim to ensure the mortuary at Dover Air Force Base in Delaware is handling the remains of war dead appropriately, after revelations this week it lost track of body parts and even severed a limb of a fallen Marine without his family's permission.
",
511,"
Carmona, the Pentagon said, informed the Defense Department on Friday morning he would step aside. Panetta agreed with the decision, it said.
",
512,"
""It's clear that he wouldn't be able to run a serious investigation into Dover and a political campaign at the same time,"" a senior defense official told Reuters, speaking on condition of anonymity.
",
513,"
One of the panel's other members was expected to take his place. The panel also includes a forensic pathologist, a specialist in funeral service education and a former congressman.

",
514,,
515,"""None of us will be satisfied until we have proven to the families of our fallen heroes that we have taken every step possible to protect the honor and dignity that their loved ones richly deserve,"" Panetta told reporters on Thursday, the same day Carmona announced his bid for elected office.
",
516,"
""That's why I've directed, at the request of the Air Force, an independent review of overall current operations ... Vice Admiral Dr. Richard Carmona ... along with a distinguished panel, will conduct that review,"" he said.
",
517,"
U.S. media reports indicate Carmona was known to be considering a bid for office.",
518," It was not immediately clear why Panetta was not made aware of Carmona's intentions earlier.
",
519,"
Carmona's campaign said he stepped down ""to avoid the opportunity for the appearance of partisanship,"" according to portions of a statement published by local media.
",
520,"
The revelations at Dover have added to questions about treatment of America's fallen troops a year after a scandal broke at Arlington National Cemetery over the misidentification of remains.

",
521,"The Arab League suspended Syria and called on its army to stop killing civilians in a surprise move on Saturday that some Western leaders said should prompt tougher international action against President Bashar al-Assad.
",
522,"
Hours after the League's decision, hundreds of Assad supporters armed with sticks and knives attacked the Saudi Arabian embassy in Damascus and Turkish and French consulates in the city of Latakia, residents said.
",
523,"
U.S. President Barack Obama praised the League's move and France said it was time for international bodies to take more action against Syria's government.
",
524,"
The Arab League will impose economic and political sanctions on Damascus and has appealed to member states to withdraw their ambassadors, said Qatar's Prime Minister Sheikh Hamad bin Jassim al-Thani.
",
525," It will also call a meeting of Syrian opposition parties, he said.",
526,"
""We were criticised for taking a long time but this was out of our concern for Syria,"" Sheikh Hamad told reporters at the League's headquarters in Cairo.
",
527," ""We needed to have a majority to approve those decisions.""",
528,"
Syria's representative at the Arab League said the decision was ""not worth the ink it was written with.""


",
529,The League's announcement was a sharp rebuke for Syria's leadership which sees itself as a champion of Arab nationalism.,
530,"
Hopes among Western powers that Assad would be isolated by his Arab neighbours were repeatedly dashed until now.

",
531," Some Arab leaders have been reluctant to turn against one of their peers given their own restive populations, Middle East diplomats say.",
532,"
But Assad has pressed ahead with the crackdown on protesters against his rule despite an Arab peace plan brokered on November 2.",
533," The United Nations says more than 3,500 people have been killed in seven months of violence.
",
534,"
Syria blames armed groups for the violence and says 1,200 members of the security forces have been killed.
",
535," Assad, from the minority Alawite community which has held power for four decades in mainly Muslim Syria, has said he has used legitimate means to confront a foreign conspiracy to sow sectarian strife.",
536,"Syria's Arab League representative, Youssef Ahmed, said suspending Damascus violated the League's charter because it could only be done by consensus at a summit of Arab leaders.
",
537,"
It was clear that ""orders were issued to them from the United States and Europe to hasten a decision against Syria,"" Ahmed told Syrian state TV.
",
538,"
As news of the suspension spread in Syria, hundreds of men shouting pro-Assad slogans broke into the Saudi embassy in the Syrian capital, residents told Reuters.


",
539,"Angry crowds also attacked the French and Turkish consulates in Latakia, 330 km (210 miles) north of Damascus on the Mediterranean coast, locals said.
",
540,"
The Saudi Foreign Ministry said in a statement demonstrators ""gathered outside the embassy, threw stones at it, then stormed the building.""",
541," It said Syrian security forces did not react fast enough and held the Syrian government responsible for protecting Saudi interests.
",
542,"
A French Foreign Ministry spokesman said he was unaware of any attacks on French interests in Syria. ",
543,"There was no immediate confirmation from Ankara.
",
544,"
A senior diplomat in Damascus confirmed the attacks.",
545," ""We do not have the full picture from Latakia, but the attacks there appear to have been really bad.""
",
546,"""This gives a lot of strength to the position of the Syrian National Council. ",
547,"This is now an Arab position,"" said Basma Qadmani, a member of the executive committee of the Syrian National Council, the most prominent opposition group.
",
548,"
Qadmani said that now that the Arab League had taken its decision ""we believe there is no justification for international reluctance"" to take tougher steps against Assad's government.

",
549,"Obama praised the Arab League and said he would continue to pile pressure on the Syrian leadership.
",
550,"
""These significant steps expose the increasing diplomatic isolation of a regime that has systematically violated human rights and repressed peaceful protests,"" he said in a statement.
",
551,"
U.S. Secretary of State Hillary Clinton repeated her call for Assad to step down.

",
552," ""International pressure will continue to build until the brutal Assad regime heeds the calls of its own people and the world community,"" she said in a statement.",
553,"Muammar Gaddafi plucked some fluff from his flowing golden robes, poured himself another steaming cup of tea and continued with his lecture, not seeming to notice the wide yawns around him.
",
554," It was 2 a.m. Robert Mugabe of Zimbabwe was dozing in a corner.
",
555,"The leaders' rigid stares and sour faces at an African Union summit in 2009, witnessed by journalists peering through a gap in the curtains, showed how most African leaders felt about the continent's self-styled ""King of Kings."" 
",
556,"""There goes the sideshow clown,"" one African diplomat muttered, as Gaddafi swept out of the room and told the waiting journalists to get some sleep.
",
557,"Now, the man whose theatrics overshadowed their summits for so long is dead and buried, and sub-Saharan African leaders are trying to assess what a world without Gaddafi will mean for them, according to interviews with a dozen or so African diplomats in Tripoli.
",
558," Some enjoyed substantial investments and gifts from his oil coffers.
",
559," But many also hated what they saw as his meddling, even while they paraded solidarity with a fellow African who saw himself as an anti-colonial revolutionary.",
560,"African ambassadors and diplomats say they are already starting to feel the impact of the shift in power from Gaddafi to his enemies.
",
561," Many feel frozen out by Libya's interim rulers, the National Transitional Council (NTC). ",
562,Some suspect the new government is even going to want some of Gaddafi's gifts back. ,
563,"Whatever happens, Gaddafi's vision of a united Africa -- always quixotic -- is gone.
",
564,"That perception has arisen in part from a belief among NTC and western officials that the African Union's attempt to mediate during the civil war was designed to protect Gaddafi. 

",
565,"For Libya's new leaders, the western allies who helped them to power will be more important.",
566,"""The new administration in Tripoli will want to set relations with the AU off right,"" said Mark Schroeder, sub-Saharan Africa analyst at consultancy Stratfor.",
567," ""But the AU will only be a smaller actor they will establish priorities with.""
",
568,"
Western diplomats have become more visible in Tripoli, shuttling back and forth between the two luxury hotels where most meetings with NTC officials take place.",
569," Some even wear wristbands in the revolutionary colors, their drivers flashing the ""V"" for victory sign at checkpoints run by NTC forces.

",
570,"African diplomats are more rarely seen out and about in a capital where fellow non-Arab Africans can risk arrest, and worse, as suspected pro-Gaddafi mercenaries.

",
571,"""There was a sense that we were supporting him at all costs just so that we could protect his investments in our countries,"" one sub-Saharan African ambassador in Tripoli told Reuters.

",
572," While some African leaders may indeed have been keen to keep Gaddafi's cash, others saw the West's action in Libya as ""an act of colonial aggression,"" he said.",
573,"He invested widely in projects from donated tractors in Gambia to $90 million telecoms deals in Chad, in what most political analysts saw as an attempt to buy clout on a continent he aimed to unite with anti-colonial rhetoric. Entire hospitals and mosques bore his name.
",
574,"
He gave Gambian President Yahya Jammeh aid and huge herds of camels. ",
575,"Al-Madar, a state-owned Libyan mobile phone operator owned or controlled telecoms operations with assets worth over $100 million in eight other African countries.
",
576,"
There is real fear in African capitals that the NTC is going to want to take that money back, though it has not yet outlined official policy on the issue.

",
577,"
""It wasn't all cynical,"" said another African ambassador in Tripoli of Libya's spending spree. ",
578,"""He did a lot of good for African countries ... There was little racism in him, unlike some other Arabs, who treat us like slaves when we come here looking for work.""
",
579,"The African Union, which replaced the Organisation of African Unity, held its inaugural meeting in Gaddafi's hometown of Sirte in 1999.",
580, Gaddafi tried in vain to have it move headquarters there from the OAU's base in the Ethiopian capital Addis Ababa.,
581," But he nonetheless treated the Union like a personal club.
",
582,"
Theatrical summit entrances, rambling speeches and buffoonish behavior married with a seemingly genuine desire to encourage African leaders to stand up to their former colonial masters and build more unity among themselves.
",
583,"
Many African heads of state were already tiring of his attempts to dominate them. 
",
584,"Uganda's Yoweri Museveni was seen arguing with Gaddafi at a Kampala summit in 2010, after the Libyan's personal guard, trying to bring concealed guns into the meeting hall, had brawled with the Ugandan president's own security.",
585,"
Gaddafi, apparently trying to deflect blame, then slapped his own foreign minister across the face in full view of a group of journalists.",
586,"""For us, there was some good and some bad,"" an African Union official told Reuters. ""But, overall, we won't miss him.""
",
587,"
Plenty of rebels-turned-presidents -- including South Africa's Jacob Zuma and Uganda's Museveni -- have made a point of remembering how Gaddafi supported them during their days fighting in the bush. 
",
588,,
589,"Since his fall, most have been conspicuously silent.",
590," They are trying to build ties with an NTC that seems little interested, beyond calling on its southern neighbors not to shelter the Gaddafi loyalists Libyans want brought to justice.
",
591,"With Gaddafi, who himself took power in a military coup in 1969, they would salute each other and talk with pride of being Africa's ""revolutionary"" leaders.
",
592,"
""Why are you asking me about Gaddafi's legacy?"" 

",
593,one African Union official said in response to a question. ,
594,"""Stop associating us with him. We cannot afford it.""",
595,"Journalists got their first ground-level glance Saturday around Japan's stricken Fukushima Daiichi nuclear facility -- eying shells of reactor buildings, tons of contaminated water and workers scurrying still to mitigate damage from a crisis that began eight months ago.
",
596,"
An epic 9.0-magnitude earthquake and subsequent tsunami March 11 wreaked havoc around Japan, killing more than 15,000 people. 
",
597,"While many of those died instantly, the East Asian nation was on edge for weeks as utility and government employees scrambled to prevent a worsening nuclear catastrophe at the Daiichi plant, located about 150 miles (240 kilometers) north of Tokyo.",
598,"
Japan's Nuclear and Industrial Safety Agency eventually categorized the accident as a level-7 event on the international scale for nuclear disasters -- the highest level -- putting it on par with the 1986 Chernobyl disaster.
",
599,"
It took months, but the Tokyo Electric Power Company (the plant's operator) eventually indicated that its workers were gaining control in the crisis.
",
600," Throughout the summer and fall, there were no longer reports of explosions, nor stories about new leaks of radioactive material into the ground and sea.",
601,"
U.S., French and Japanese flags hung near a water decontamination facility, which appeared as a cluster of white tents surrounded by black sand bags. 
",
602,"The presence of toxins didn't appear to prevent pine trees from standing, and seemingly thriving, all around the facility.",
603,"
Last spring was marked by regular reports of explosions, leaks and other problems at the plant.",
604," Those accounts, and radiation readings, in June led Japan's Nuclear Emergency Response Headquarters to confirm that three reactors -- Nos. 1, 2 and 3 -- had experienced full meltdowns.",
605," A meltdown is a catastrophic failure of the reactor core, with a potential for widespread radiation release.",
606,"Crumpled trucks and cars, twisted metal, a gutted office building and a huge dented storage tank were visible at the base of the reactor buildings, where radiation readings stood at 1,000 microsieverts (or 1 millisievert) per hour.",
607," Some of the debris resembled what swept up elsewhere in Japan by the tsunami, while others -- like three white cars, with Tokyo Electric markings -- were more distinct to the facility.
",
608,"
Around the plant, crows and dragonflies fluttered in the disarray.",
609," So, too, did scores of the 3,200 workers that Tokyo Electric says usually work daily at the plant.",
610," They included workers building water tanks, operating cranes, entering buildings used to store highly radioactive waste, and manning the facility's tightly contained disaster center.
",
611,"
The challenges notwithstanding, Tokyo Electric spokesman Tetsuya Terasawa insisted vast progress has been made in recent months.
",
612,"
He said that temperatures at the three most damaged reactors (Nos. 1, 2 and 3) were below 100 degrees Celsius, or the boiling point, a critical measure.",
613," All elements of the nuclear cooling system were perched on grounds 30 meters above the reactors, well out of the reach of any future tsunami, according to Terasawa.",
614,"

Addressing Fukushima Daiichi workers, Goshi Hosono -- the Japanese government's nuclear crisis manager -- said he feels relieved that the facility is becoming increasingly stable.
",
615,"
""Every time I come back, I feel conditions have improved.",
616," This is due to your hard work,"" Hosono said.
",
617,"
The decommissions of Fukushima Daiichi's first four reactors will likely take more than 30 years to complete, according to a draft report released late last month by Japan's Atomic Energy Commission.
",
618," The report indicated that nuclear fuel should begin to be removed by the end of 2021 -- a key, but hardly the last phase in a clean-up effort that is expected to continue for another two decades beyond that.",
619,"
But he conceded that the danger is still far from over -- especially for the thousands still toiling to bring this nuclear nightmare to an end.
",
620,"
""Even saying it's stabilized doesn't mean that it is extremely safe,"" said Yoshida.

",
621," ""When working, the radiation remains high. ",
622,"So when it comes to working every day, there is still danger.""",
623,"
Masao Yoshida, the man in charge of the plant, said that all the reactors have stabilized and predicted that Tokyo Electric was on track to have a cold shutdown by year's end.
",
624,"For U.S. President Barack Obama, the Asia-Pacific Economic Cooperation summit was an opportunity to push for renewed engagement with Asia, seeking to highlight domestic jobs that increased exports to the region would create.
",
625,"
The summit wrapped up late Sunday afternoon, with a ""class photo"" involving those representing all 21 nations in APEC.
",
626,"
Obama used the event -- the first involving nations from both sides of the Pacific to be hosted in U.S. territory since Bill Clinton's presidential administration -- as a kickoff for a new era in foreign policy focusing on the region.
",
627,"
Still, for him and others, the economic crisis in Europe remained a central concern.
",
628,"
""I was pleased to see that European leaders were taking seriously the need to not just solve the Greek crisis, but also to solve the broader eurozone crisis,"" Obama said during a session.
",
629,"
""There have been some positive developments over the last week: a new potential government in Italy, a new government in Greece -- both committed to applying the sort of internal structural reform that can give markets more confidence.""
",
630,"
The president also emphasized the U.S. need to court foreign investment, despite leading the world in that area.
",
631,"
""We've been a little bit lazy, I think, over the last couple of decades,"" Obama said.
",
632," ""We've kind of taken for granted that people will want to come here, and we aren't out there trying to sell America and attract new businesses into America.'",
633,"
CEOs of Johnson & Johnson, Caterpillar and Google passed when asked to comment on the president's characterization of the problem, though Eric Schmidt of Google said ""lazy"" is not the word he would have used.
",
634,"
The only APEC leaders not in attendance are from Thailand and Mexico, which sent lower-level representatives as their heads of state dealt with flooding and, in the case of Mexico, the death of its interior minister.
",
635,"
Over the weekend, Obama has met personally with Japanese Prime Minister Yoshihiko Noda, Russian President Dmitry Medvedev and Chinese President Hu Jintao.
",
636,"
With Medvedev, the president discussed economic issues and Iran, which a recent IAEA report finds to be closer to having the capacity to make nuclear weapons. ",
637,"Russia has expressed skepticism of the findings.
",
638,"
""We discussed Iran and reaffirmed our intention to work to shape a common response so we can move Iran to follow its international obligations when it comes to its nuclear program,"" Obama said, revealing few specifics.
",
639,"
In his meeting with Hu, the president addressed currency manipulation and protecting U.S. intellectual property from illegal use by Chinese companies and the government.
",
640,"
""He made it very clear that the American people and the American business community were growing increasingly impatient and frustrated with the state of change in China economic policy and the evolution of the U.S. ",
641,"China economic relationship,"" Michael Froman, deputy national security adviser told reporters at a briefing Saturday night in Honolulu.

",
642,"Italian President Giorgio Napolitano announced Wednesday that he had nominated Monti as a ""senator for life,"" a title bestowed on those who have held distinguished roles, heightening speculation about his candidacy.
",
643,"
If he becomes prime minister, Monti could be expected to bring a distinctly different approach to governing than Italy has experienced over the past three years.
",
644,"
While the hot-blooded Berlusconi was for many years a master of forming political alliances, Monti is known for his achievements as a ""Eurocrat,"" at the heart of Europe's institutions.
",
645,"
Mario Monti named Italian Prime Minister",
646,"
Dubbed Super Mario for his work in international finance, he served as a leading European Commission member for a decade -- including as commissioner for its financial services, market and taxation committee between 1995 and 1999 and as head of its competition committee from 1999 to 2004.
",
647,"
In the latter role, Monti gained prominence for his part in blocking a merger between U.S. firms Honeywell International and General Electric, thought to be a move that highlighted Europe's newfound regulatory clout.
",
648,"
He also tangled with U.S. computing giant Microsoft, ruling in 2004 that it had broken EU competition law by having ""abused its virtual monopoly power over the PC desktop in Europe.""
",
649,Microsoft was hit with a huge fine and ordered to share key information with its rivals.,
650,"
While such moves made headlines, Monti's interactions in business are still a stark contrast to that of Berlusconi.

",
651,"
Besides being active in politics, the outgoing prime minister is also a business personality as the owner of media and financial companies, as well as the legendary football club A.C. Milan.",
652,"
But beyond advisory roles with investment firm Goldman Sachs and Coca-Cola, Monti's resume suggests he's as much a creature of academics and policy-making as business.
",
653,"
Born in 1943 in the town of Varese in northern Italy's Lombardy region, Monti earned an economics and business degree from Milan's Bocconi University.",
654," He then did his post-graduate studies at Yale University, before returning to Europe.
",
655,"
In 2005, shortly after leaving the European Commission, according to a bio on that international organization's website, Monti launched Bruegel, a Brussels-based think tank focused on economic issues.
",
656,"
The next few years saw Monti remain busy in international affairs.",
657," That includes being appointed by French President Nicolas Sarkozy to a panel to look at promoting French economic growth, as well as helping broker a 2008 electricity-sharing agreement between France and Spain.
",
658,"
All the while, he has appeared to remain closely linked to his alma mater, Bocconi.",
659," Holding the position rector from 1989 to 1994, the university notes that Monti is president of the school.",
660,"Three French humanitarian workers held for more than five months were set free Sunday evening, according to a statement from France's president.
",
661,"
The three were kidnapped May 28 in the southern Yemeni city of Say'oon, a senior Yemeni interior ministry official in that city said at the time.
",
662,"French President Nicolas Sarkozy learned Sunday night that they'd been released.
",
663,"
""With all the French, he rejoices at their release and shares the joy with their families,"" the statement said.
",
664,"
Sarkozy credited the sultan of Oman and other Omani authorities ""for their decisive help, and everyone involved with this happy ending.""",
665,"Facebook Inc said on Tuesday that it is investigating a rash of unsolicited graphic images that hit some users' accounts this week.
",
666,"
The images, Internet links and videos depicting pornography and violence have hit some people's Facebook newsfeeds in recent days.
",
667,"
""We experienced a coordinated spam attack that exploited a browser vulnerability,"" Facebook spokesman Andrew Noyes said in a statement emailed to Reuters.",
668," ""Our efforts have drastically limited the damage caused by this attack, and we are now in the process of investigating to identify those responsible.""
",
669,"
Facebook does not know yet who was behind the attack and a motive was not clear, Noyes added during an interview with Reuters.
",
670,"
Facebook users were tricked into pasting and executing ""malicious"" javascript in their browser URL bar, which led to them unknowingly sharing the content, Noyes explained.
",
671,"
Facebook engineers have been working to reduce this browser vulnerability, he added.
",
672,"
Facebook and other ""Web 2.0"" sites are easy targets for such attacks because they pull in a lot of content from outside sources, according to Paul Ferguson, senior threat researcher at Trend Micro Inc.
",
673,"
""It seems every other day there is some new Facebook 'threat,' but this is just the new reality of Web 2.0 and social networking,"" Ferguson said. ""It is 'low-hanging fruit' for criminals.""

",
674,"A New York Supreme Court ruled Tuesday that Occupy protesters will be allowed to return to Zuccotti Park, but they can't bring their tents and generators -- once a mainstay of the movement.
",
675,"
The Lower Manhattan property has been a home for the loosely defined group for nearly two months, spawning similar demonstrations in cities nationwide and around the world.
",
676,"
Police in riot gear cleared out them out early Tuesday morning, a move that attorneys for the demonstrators say was unlawful.
",
677,"
But Justice Michael Stallman ruled in favor of city officials and Brookfield Properties, the park's owner and developer, who have each raised health and sanitation concerns.
",
678,"
The order does not prevent Zuccotti park demonstrations, but says protesters' First Amendment rights not do include remaining there ""along with their tents, structures, generators, and other installations to the exclusion of the owner's reasonable rights and duties to maintain"" the area.
",
679,"
Stallman said protesters' rights cannot come at the exclusion of those ""who might wish to use the space safely.""


",
680,Demonstrators cried foul.,
681,"
""It's hard to expect much else,"" said protester Amos Fisher.",
682," ""The rules are slanted in favor of money.""
",
683,"
New York mayor Michael Bloomberg, meanwhile, said the ""court's ruling vindicates our position that First Amendment rights do not include the right to endanger the public or infringe on the rights of others by taking over a public space with tents and tarps.""
",
684,"
Earlier Tuesday, at least two people were seen jumping over a metal barricade before they were forcibly removed by authorities.
",
685,"
Video of the park showed security officers picking up one protester and tossing the individual over the fence.
",
686,"
""The mayor, the police have been itching to do this for weeks,"" said Bill Dobbs, a spokesman for the loosely defined group. 
",
687,"""We're here to raise an outcry about economic conditions and not get into confrontations with police.""",
688,"
Hundreds of police and private security guards filled the park and the surrounding area Tuesday, as demonstrators circled their former home base.
",
